[[0.82136406 1.64791843        nan 0.        ]
 [0.         0.442919   0.82785871 0.        ]
 [0.         0.         0.3050718  0.        ]
 [0.         0.         0.         0.        ]]
         13158080 function calls (13139699 primitive calls) in 13.799 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       26    0.000    0.000    0.003    0.000 traceback.py:200(extract_stack)
      777    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:318(__exit__)
      144    0.003    0.000    0.003    0.000 {built-in method numpy.array}
      179    0.000    0.000    0.003    0.000 abc.py:125(__new__)
        2    0.003    0.002    0.003    0.002 {built-in method _ctypes.LoadLibrary}
       71    0.000    0.000    0.003    0.000 __init__.py:2409(parse_group)
        5    0.000    0.000    0.003    0.001 __init__.py:109(import_module)
       13    0.000    0.000    0.003    0.000 enum.py:388(_create_)
      558    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        5    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap>:994(_gcd_import)
        1    0.000    0.000    0.003    0.003 dist.py:5(<module>)
        1    0.000    0.000    0.003    0.003 config.py:5(<module>)
       26    0.000    0.000    0.003    0.000 traceback.py:318(extract)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3363(copy)
     1352    0.001    0.000    0.003    0.000 inspect.py:642(getfile)
        1    0.003    0.003    0.003    0.003 scimath.py:17(<module>)
        1    0.000    0.000    0.003    0.003 plistlib.py:47(<module>)
    61/11    0.000    0.000    0.003    0.000 pyparsing.py:3288(leaveWhitespace)
      728    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
        1    0.000    0.000    0.003    0.003 __init__.py:18(<module>)
        1    0.000    0.000    0.003    0.003 magic_arguments.py:45(<module>)
        2    0.000    0.000    0.003    0.001 version.py:191(Version)
        1    0.000    0.000    0.003    0.003 Errors.py:5(<module>)
        1    0.001    0.001    0.003    0.003 getlimits.py:96(_register_known_types)
        1    0.000    0.000    0.003    0.003 old_build_ext.py:188(build_extensions)
        3    0.000    0.000    0.003    0.001 defaults.py:1(<module>)
      204    0.001    0.000    0.003    0.000 __init__.py:2746(insert_on)
        1    0.000    0.000    0.003    0.003 search.py:7(<module>)
      676    0.001    0.000    0.003    0.000 version.py:236(__str__)
        1    0.000    0.000    0.003    0.003 build_ext.py:193(build_extension)
        1    0.000    0.000    0.003    0.003 build_ext.py:485(build_extension)
        1    0.000    0.000    0.003    0.003 _msvccompiler.py:340(compile)
        1    0.000    0.000    0.003    0.003 _msvccompiler.py:225(initialize)
        1    0.000    0.000    0.003    0.003 history.py:2(<module>)
       35    0.000    0.000    0.003    0.000 argparse.py:626(_split_lines)
        1    0.000    0.000    0.003    0.003 msvc.py:153(msvc14_get_vc_env)
        1    0.000    0.000    0.003    0.003 grammar_parser.py:8(<module>)
        1    0.000    0.000    0.003    0.003 configurable.py:2(<module>)
     1398    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.003    0.003 history.py:36(HistoryMagics)
        1    0.000    0.000    0.003    0.003 sys_path.py:1(<module>)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:97(<module>)
       52    0.002    0.000    0.003    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.003    0.003 colorable.py:10(<module>)
        1    0.000    0.000    0.003    0.003 diff.py:7(<module>)
        1    0.000    0.000    0.003    0.003 vi.py:2(<module>)
      144    0.001    0.000    0.003    0.000 inspect.py:2115(_signature_from_function)
        1    0.000    0.000    0.003    0.003 events.py:1(<module>)
       12    0.000    0.000    0.003    0.000 pyparsing.py:2653(__init__)
        1    0.001    0.001    0.003    0.003 core.py:21(<module>)
        1    0.000    0.000    0.003    0.003 osm.py:5(<module>)
       88    0.000    0.000    0.003    0.000 traitlets.py:722(__new__)
        1    0.000    0.000    0.003    0.003 shortcuts.py:1(<module>)
        1    0.000    0.000    0.003    0.003 hashlib.py:54(<module>)
     8236    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.003    0.003 osm.py:30(OSMagics)
       32    0.001    0.000    0.003    0.000 vengine_cpy.py:347(_generate_cpy_function_decl)
       35    0.000    0.000    0.002    0.000 textwrap.py:368(wrap)
    11471    0.002    0.000    0.002    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.002    0.002 execution.py:167(ExecutionMagics)
        9    0.000    0.000    0.002    0.000 __init__.py:2951(parse_requirements)
        2    0.000    0.000    0.002    0.001 __init__.py:3021(parse)
        1    0.000    0.000    0.002    0.002 environment.py:4(<module>)
        2    0.000    0.000    0.002    0.001 __init__.py:2974(__init__)
        1    0.000    0.000    0.002    0.002 _msvccompiler.py:125(_get_vc_env)
      428    0.001    0.000    0.002    0.000 __init__.py:1958(<genexpr>)
        1    0.000    0.000    0.002    0.002 Shadow.py:2(<module>)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3365(<listcomp>)
     1398    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:103(release)
        1    0.000    0.000    0.002    0.002 _msvccompiler.py:91(_find_vcvarsall)
        1    0.000    0.000    0.002    0.002 lexer.py:10(<module>)
       35    0.000    0.000    0.002    0.000 textwrap.py:342(wrap)
       20    0.000    0.000    0.002    0.000 __init__.py:2006(safe_listdir)
     2184    0.001    0.000    0.002    0.000 __init__.py:1972(dist_factory)
        1    0.000    0.000    0.002    0.002 _msvccompiler.py:58(_find_vc2017)
        1    0.000    0.000    0.002    0.002 Lexicons.py:9(<module>)
        1    0.000    0.000    0.002    0.002 configparser.py:139(<module>)
     6216    0.001    0.000    0.002    0.000 sre_parse.py:249(match)
      840    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:151(__exit__)
       12    0.002    0.000    0.002    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      821    0.001    0.000    0.002    0.000 genericpath.py:117(_splitext)
        1    0.000    0.000    0.002    0.002 display.py:4(<module>)
      194    0.000    0.000    0.002    0.000 __init__.py:2380(parse)
    20443    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.002    0.002 archive_util.py:4(<module>)
     1129    0.002    0.000    0.002    0.000 {method 'split' of 're.Pattern' objects}
     3664    0.001    0.000    0.002    0.000 version.py:65(_compare)
        2    0.000    0.000    0.002    0.001 requirements.py:88(__init__)
        1    0.000    0.000    0.002    0.002 api.py:1(<module>)
       61    0.000    0.000    0.002    0.000 pyparsing.py:3292(<listcomp>)
        1    0.000    0.000    0.002    0.002 pylab.py:2(<module>)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
     1671    0.002    0.000    0.002    0.000 {built-in method _thread.allocate_lock}
      579    0.002    0.000    0.002    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.002    0.002 bar.py:1(<module>)
     1788    0.001    0.000    0.002    0.000 ntpath.py:523(abspath)
        1    0.000    0.000    0.002    0.002 script.py:1(<module>)
        1    0.000    0.000    0.002    0.002 page.py:11(<module>)
     1006    0.001    0.000    0.002    0.000 ntpath.py:44(normcase)
      410    0.000    0.000    0.002    0.000 __init__.py:1315(safe_name)
      175    0.000    0.000    0.002    0.000 __init__.py:2205(file_ns_handler)
        1    0.000    0.000    0.002    0.002 verifier.py:147(_locate_module)
        1    0.000    0.000    0.002    0.002 __init__.py:27(<module>)
        2    0.000    0.000    0.002    0.001 __init__.py:2159(declare_namespace)
        5    0.000    0.000    0.002    0.000 bar.py:66(update)
        1    0.000    0.000    0.002    0.002 __init__.py:24(<module>)
        1    0.000    0.000    0.002    0.002 financial.py:12(<module>)
        1    0.000    0.000    0.002    0.002 pywintypes.py:2(<module>)
       96    0.000    0.000    0.002    0.000 __init__.py:1793(has_metadata)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
    11926    0.002    0.000    0.002    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.002    0.002 keywords.py:1(<module>)
        1    0.000    0.000    0.002    0.002 vengine_cpy.py:22(find_module)
        1    0.000    0.000    0.002    0.002 imp.py:254(find_module)
     5046    0.002    0.000    0.002    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.002    0.002 pdb.py:66(<module>)
    198/4    0.001    0.000    0.002    0.000 pyparsing.py:1370(_parseNoCache)
        1    0.000    0.000    0.002    0.002 __init__.py:23(<module>)
        1    0.000    0.000    0.002    0.002 msvc.py:18(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:139(__getattr__)
        1    0.000    0.000    0.002    0.002 __init__.py:37(_load_formatters)
     34/4    0.000    0.000    0.002    0.000 pyparsing.py:3397(parseImpl)
       32    0.000    0.000    0.002    0.000 cparser.py:425(_parse_decl)
     1617    0.001    0.000    0.002    0.000 __init__.py:2688(__getattr__)
       79    0.000    0.000    0.002    0.000 linecache.py:15(getline)
        1    0.000    0.000    0.002    0.002 utils.py:5(<module>)
        1    0.000    0.000    0.002    0.002 formatters.py:8(<module>)
     6480    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.002    0.002 tokenize.py:11(<module>)
    11238    0.002    0.000    0.002    0.000 {built-in method nt.fspath}
        1    0.000    0.000    0.002    0.002 minidom.py:16(<module>)
        5    0.000    0.000    0.002    0.000 base.py:3(<module>)
       79    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
      113    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
       11    0.000    0.000    0.002    0.000 magic_arguments.py:108(__init__)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:474(get_distribution)
        1    0.000    0.000    0.002    0.002 build_ext.py:5(<module>)
     2184    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
        2    0.000    0.000    0.002    0.001 linecache.py:82(updatecache)
   193/34    0.001    0.000    0.002    0.000 cparser.py:521(_get_type_and_quals)
       11    0.000    0.000    0.002    0.000 argparse.py:1619(__init__)
        1    0.000    0.000    0.002    0.002 pylab.py:37(PylabMagics)
        1    0.000    0.000    0.002    0.002 dis.py:1(<module>)
     3252    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
      728    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
        1    0.000    0.000    0.002    0.002 npyio.py:796(loadtxt)
      180    0.000    0.000    0.002    0.000 vengine_cpy.py:731(_generate_cpy_macro_decl)
     1788    0.002    0.000    0.002    0.000 {built-in method nt._getfullpathname}
        1    0.000    0.000    0.002    0.002 copy.py:49(<module>)
        1    0.000    0.000    0.002    0.002 arguments.py:1(<module>)
     1832    0.000    0.000    0.002    0.000 version.py:47(__lt__)
       34    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
       37    0.000    0.000    0.002    0.000 magic_arguments.py:228(add_to_parser)
     1429    0.001    0.000    0.002    0.000 __init__.py:2540(key)
        1    0.000    0.000    0.002    0.002 basic.py:2(<module>)
        1    0.000    0.000    0.002    0.002 markers.py:4(<module>)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
      180    0.001    0.000    0.002    0.000 vengine_cpy.py:606(_generate_cpy_const)
     5794    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
     1832    0.000    0.000    0.002    0.000 version.py:53(__eq__)
        1    0.000    0.000    0.002    0.002 base_context.py:8(<module>)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4904(makeHTMLTags)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4875(_makeTags)
     4208    0.002    0.000    0.002    0.000 version.py:207(<genexpr>)
      104    0.000    0.000    0.002    0.000 traceback.py:282(line)
     3255    0.001    0.000    0.002    0.000 {built-in method builtins.setattr}
       37    0.000    0.000    0.002    0.000 argparse.py:1322(add_argument)
        6    0.001    0.000    0.002    0.000 getlimits.py:37(__init__)
       32    0.000    0.000    0.001    0.000 cparser.py:615(_parse_function_type)
        2    0.000    0.000    0.001    0.001 base.py:9(<module>)
     4222    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
    111/5    0.000    0.000    0.001    0.000 pyparsing.py:3319(streamline)
        1    0.000    0.000    0.001    0.001 threading.py:829(start)
        1    0.000    0.000    0.001    0.001 async_generator.py:17(<module>)
        1    0.000    0.000    0.001    0.001 configparser.py:559(RawConfigParser)
        1    0.000    0.000    0.001    0.001 tree.py:43(<module>)
        1    0.000    0.000    0.001    0.001 time.py:1(<module>)
     4281    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
        1    0.000    0.000    0.001    0.001 script.py:68(ScriptMagics)
        1    0.000    0.000    0.001    0.001 threading.py:534(wait)
       11    0.000    0.000    0.001    0.000 argparse.py:295(_format_usage)
        1    0.000    0.000    0.001    0.001 profiledir.py:2(<module>)
        1    0.000    0.000    0.001    0.001 html.py:10(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:264(wait)
        1    0.000    0.000    0.001    0.001 namespace.py:2(<module>)
       11    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.001    0.001 events.py:14(<module>)
      790    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
        6    0.000    0.000    0.001    0.000 six.py:209(is_package)
     3967    0.001    0.000    0.001    0.000 vengine_cpy.py:40(_prnt)
        1    0.000    0.000    0.001    0.001 six.py:117(__getattr__)
     5733    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      786    0.001    0.000    0.001    0.000 sre_compile.py:423(_simple)
        1    0.000    0.000    0.001    0.001 typing.py:19(<module>)
        1    0.000    0.000    0.001    0.001 namespace.py:33(NamespaceMagics)
      240    0.001    0.000    0.001    0.000 enum.py:815(__and__)
